epoch,acc,dice_coef,loss,lr,val_acc,val_dice_coef,val_loss
0,0.68768053663813544,0.32493665296098462,1.8228511188341223,0.001,0.82697989940643313,0.3595898449420929,1.2367679357528687
1,0.78371865726621659,0.50289802346632329,1.2052826650785815,0.001,0.82697989940643313,0.73855601549148564,0.8417439818382263
2,0.80906718076087469,0.62521780381735403,0.94488822683001739,0.001,0.82336664199829102,0.7370935916900635,0.92919290065765381
3,0.8114143822758334,0.65902331706938366,0.84856523609940948,0.001,0.82697989940643313,0.75642527341842647,0.78942921161651614
4,0.80225987070587745,0.68618298453920867,0.90784036252414169,0.001,0.27906062006950377,0.22623804807662964,9.4505439758300778
5,0.80957056813408956,0.70336051484219708,0.84433316827145199,0.001,0.73685264587402344,0.567639684677124,1.6767498970031738
6,0.81213622749339009,0.70626290617586807,0.8155527624837059,0.001,0.82538745403289793,0.63884449005126953,0.82641097307205202
